binomial,family,scientific_name_full,life_form,af_status,n_records_af,ornamental_or_cultivated,endemism_level_pct,endemism_group,endemism_bf2020,records_inside_af,records_outside_af,py_threat_category,ar_threat_category,ar_endemic_category,uses,is_timber,lqv_25km_documented,lqv_25km_sources,lqv_25km_occurrences,lqv_vernacular,lqv_iucn
Cryptocarya guianensis,Lauraceae,Cryptocarya guianensis Meisn.,tree,confirmed,37,NA,14.81,widespread,Not endemic,4,23,,,,,,,,,,
Cryptocarya mandioccana,Lauraceae,Cryptocarya mandioccana Meisn.,tree,confirmed,282,NA,98.69,near_endemic,Endemic,265,2,,,,,,,,,,
Cryptocarya micrantha,Lauraceae,Cryptocarya micrantha Meisn.,tree,confirmed,69,NA,100.0,pure_endemic,Endemic,62,0,,,,,,,,,,
Cryptocarya moschata,Lauraceae,Cryptocarya moschata Nees & Mart.,tree,confirmed,337,NA,44.18,widespread,Not endemic,130,161,,,,,,,,,,
Cryptocarya riedeliana,Lauraceae,Cryptocarya riedeliana P.L.R.Moraes,tree,confirmed,43,NA,100.0,pure_endemic,Endemic,35,0,,,,,,,,,,
Cryptocarya saligna,Lauraceae,Cryptocarya saligna Mez,tree,confirmed,158,NA,99.33,near_endemic,Endemic,151,0,,,,,,,,,,
Cryptocarya sellowiana,Lauraceae,Cryptocarya sellowiana P.L.R.Moraes,tree,confirmed,3,NA,100.0,pure_endemic,Endemic,3,0,,,,,,,,,,
Cryptocarya subcorymbosa,Lauraceae,Cryptocarya subcorymbosa Mez,tree,confirmed,14,NA,100.0,pure_endemic,Endemic,11,0,,,,,,,,,,
Cryptocarya velloziana,Lauraceae,Cryptocarya velloziana P.L.R.Moraes,tree,confirmed,13,NA,100.0,pure_endemic,Endemic,13,0,,,,,,,,,,
Cryptocarya wiedensis,Lauraceae,Cryptocarya wiedensis P.L.R.Moraes,tree,confirmed,5,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,
Ctenardisia speciosa,Primulaceae,Ctenardisia speciosa Ducke,tree,new to AF,6,NA,25.0,widespread,Not in the AF,1,3,,,,,,,,,,
Cupania bracteosa,Sapindaceae,Cupania bracteosa Radlk.,tree,confirmed,79,NA,95.38,near_endemic,Not endemic,67,2,,,,,,,,,,
Cupania concolor,Sapindaceae,Cupania concolor Radlk.,tree,confirmed,22,NA,100.0,pure_endemic,Endemic,22,0,,,,,,,,,,
Cupania crassifolia,Sapindaceae,Cupania crassifolia Radlk.,tree,confirmed,8,NA,100.0,pure_endemic,Endemic,5,1,,,,,,,,,,
Cupania emarginata,Sapindaceae,Cupania emarginata Cambess.,tree,confirmed,274,NA,98.6,near_endemic,Endemic,250,0,,,,,,,,,,
Cupania fluminensis,Sapindaceae,Cupania fluminensis Acev.-Rodr.,tree,confirmed,22,NA,100.0,pure_endemic,Endemic,21,0,,,,,,,,,,
Cupania furfuracea,Sapindaceae,Cupania furfuracea Radlk.,tree,confirmed,51,NA,100.0,pure_endemic,Endemic,42,0,,,,,,,,,,
Cupania hirsuta,Sapindaceae,Cupania hirsuta Radlk.,tree,probable occurrence in the AF,120,,,,,,,,,,,,,,,,
Cupania impressinervia,Sapindaceae,Cupania impressinervia Acev.-Rodr.,tree,confirmed,152,NA,76.37,widespread,Endemic,100,29,,,,,,,,,,
Cupania ludowigii,Sapindaceae,Cupania ludowigii Somner & Ferrucci,tree,confirmed,120,NA,97.54,near_endemic,Endemic,99,2,,,,,,,,,,
Cupania oblongifolia,Sapindaceae,Cupania oblongifolia Mart.,tree,confirmed,405,NA,98.58,near_endemic,Not endemic,371,2,,,,,,,,,,
Cupania paniculata,Sapindaceae,Cupania paniculata Cambess.,tree,confirmed,129,NA,25.81,widespread,Not endemic,5,38,,,,,,,,,,
Cupania platycarpa,Sapindaceae,Cupania platycarpa Radlk.,tree,confirmed,18,NA,42.86,widespread,Not endemic,6,8,,,,,,,,,,
Cupania racemosa,Sapindaceae,Cupania racemosa (Vell.) Radlk.,tree,confirmed,273,NA,98.9,near_endemic,Not endemic,263,3,,,,,,,,,,
Cupania radlkoferi,Sapindaceae,Cupania radlkoferi Acev.-Rodr.,tree,new to AF,2,NA,100.0,pure_endemic,Not in the AF,1,0,,,,,,,,,,
Cupania rigida,Sapindaceae,Cupania rigida Radlk.,tree,confirmed,82,NA,77.27,widespread,Not endemic,37,6,,,,,,,,,,
Cupania rubiginosa,Sapindaceae,Cupania rubiginosa (Poir.) Radlk.,tree,new to AF,120,NA,5.08,occasional,Not in the AF,4,83,,,,,,,,,,
Cupania rugosa,Sapindaceae,Cupania rugosa Radlk.,tree,confirmed,66,NA,95.88,near_endemic,Not endemic,52,0,,,,,,,,,,
Cupania schizoneura,Sapindaceae,Cupania schizoneura Radlk.,tree,confirmed,5,NA,100.0,pure_endemic,Endemic,3,0,,,,,,,,,,
Cupania scrobiculata,Sapindaceae,Cupania scrobiculata Rich.,tree,confirmed,283,NA,5.43,occasional,Not endemic,8,200,,,,,,,,,,
Cupania tenuivalvis,Sapindaceae,Cupania tenuivalvis Radlk.,tree,confirmed,78,NA,68.14,widespread,Not endemic,40,21,,,,,,,,,,
Cupania vernalis,Sapindaceae,Cupania vernalis Cambess.,tree,confirmed,571,NA,61.84,widespread,Not endemic,279,150,,,,,,yes,GBIF,34,Camboatá colorado,
Cupania zanthoxyloides,Sapindaceae,Cupania zanthoxyloides Radlk.,tree,confirmed,113,NA,93.44,near_endemic,Endemic,101,5,,,,,,,,,,
Cuphea laeviuscula,,Cuphea laeviuscula,,in AR list but not in AF checklist,0,,,,,,,,,"cat4: Plantas restringidas a una sola provincia política, o con áreas reducidas ",,,,,,,
Curatella americana,Dilleniaceae,Curatella americana L.,tree,confirmed,2765,NA,4.47,occasional,Not endemic,248,1731,,,,timber,yes,,,,,
Curitiba prismatica,Myrtaceae,Curitiba prismatica (D.Legrand) Salywon & Landrum,tree,confirmed,50,NA,100.0,pure_endemic,Endemic,48,0,,,,,,,,,,
Cuscuta membranacea,,Cuscuta membranacea,,in AR list but not in AF checklist,0,,,,,,,,,"cat3: Plantas comunes, aunque no abundantes en una o más de las unidades fitogeo",,,,,,,
Cyanocephalus lippioides,Lamiaceae,Cyanocephalus lippioides (Pohl ex Benth.) Harley & J.F.B.Pastore,tree,confirmed,82,NA,53.33,widespread,Not endemic,31,27,,,,,,,,,,
Cyathea abreviata,Cyatheaceae,Cyathea abreviata I.Fern.,shrub,confirmed,63,NA,65.52,widespread,Endemic,36,19,,,,,,,,,,
Cyathea atrocastanea,Cyatheaceae,Cyathea atrocastanea Labiack P.E. et Matos F.B.,tree,confirmed,13,NA,100.0,pure_endemic,Endemic,13,0,,,,,,,,,,
Cyathea atrovirens,Cyatheaceae,Cyathea atrovirens (Langsd. & Fisch.) Domin,tree,confirmed,517,NA,80.85,widespread,Not endemic,318,70,,,,,,,,,,
Cyathea corcovadensis,Cyatheaceae,Cyathea corcovadensis (Raddi) Domin,tree,confirmed,470,NA,96.09,near_endemic,Endemic,381,7,,,,,,,,,,
Cyathea delgadii,Cyatheaceae,Cyathea delgadii Sternb.,tree,confirmed,791,NA,50.97,widespread,Not endemic,291,316,en_peligro,,,,,,,,,
Cyathea dichromatolepis,Cyatheaceae,Cyathea dichromatolepis (Fee) Domin,tree,confirmed,120,NA,99.33,near_endemic,Endemic,82,0,,,,,,,,,,
Cyathea feeana,Cyatheaceae,Cyathea feeana (C.Chr.) Domin,tree,confirmed,43,NA,100.0,pure_endemic,Endemic,40,0,,,,,,,,,,
Cyathea gardneri,Cyatheaceae,Cyathea gardneri Hook.,tree,confirmed,114,NA,89.86,near_endemic,Endemic,67,5,,,,,,,,,,
Cyathea glaziovii,Cyatheaceae,Cyathea glaziovii (Fee) Domin,tree,confirmed,46,NA,100.0,pure_endemic,Endemic,38,0,,,,,,,,,,
Cyathea hirsuta,Cyatheaceae,Cyathea hirsuta C.Presl,tree,confirmed,93,NA,100.0,pure_endemic,Endemic,80,0,,,,,,,,,,
Cyathea lasiosora,Cyatheaceae,Cyathea lasiosora (Kuhn) Domin,tree,probable occurrence in the AF,172,,,,,,,,,,,,,,,,
Cyathea leucofolis,Cyatheaceae,Cyathea leucofolis Domin,shrub,confirmed,131,NA,99.47,near_endemic,Endemic,102,0,,,,,,,,,,
Cyathea macrocarpa,Cyatheaceae,Cyathea macrocarpa (C.Presl) Domin,tree,confirmed,13,NA,100.0,pure_endemic,Not endemic,4,0,,,,,,,,,,
Cyathea microdonta,Cyatheaceae,Cyathea microdonta (Desv.) Domin,tree,confirmed,252,NA,52.56,widespread,Not endemic,97,112,,,,,,,,,,
Cyathea phalerata,Cyatheaceae,Cyathea phalerata Mart.,tree,confirmed,729,NA,86.05,widespread,Not endemic,516,70,,,,,,,,,,
Cyathea poeppigii,Cyatheaceae,Cyathea poeppigii (Hook.) Domin,tree,confirmed,164,NA,20.29,widespread,Not endemic,16,74,,,,,,,,,,
Cyathea praecincta,Cyatheaceae,Cyathea praecincta (Kunze) Domin,tree,confirmed,46,NA,100.0,pure_endemic,Endemic,26,0,,,,,,,,,,
Cyathea pungens,Cyatheaceae,Cyathea pungens (Willd.) Domin,tree,confirmed,277,NA,3.12,occasional,Not endemic,6,177,,,,,,,,,,
Cyathea rufa,Cyatheaceae,Cyathea rufa (Fee) Lellinger,tree,confirmed,47,NA,95.95,near_endemic,Endemic,40,1,,,,,,,,,,
Cyathea vestita,,Cyathea vestita,,in AR list but not in AF checklist,0,,,,,,,,Endangered,,,,,,,,
Cyathea villosa,Cyatheaceae,Cyathea villosa Willd.,tree,confirmed,192,NA,62.71,widespread,Not endemic,75,43,,,,,,,,,,
Cybianthus alpestris,Primulaceae,Cybianthus alpestris (Warm.) Mez,shrub,probable occurrence in the AF,12,,,,,,,,,,,,,,,,
Cybianthus amplus,Primulaceae,Cybianthus amplus (Mez) G.Agostini,tree,confirmed,121,NA,14.29,widespread,Not endemic,16,86,,,,,,,,,,
Cybianthus bahiensis,Primulaceae,Cybianthus bahiensis G.Agostini,tree,new to AF,8,NA,100.0,pure_endemic,Not in the AF,6,0,,,,,,,,,,
Cybianthus brasiliensis,Primulaceae,Cybianthus brasiliensis (Mez) G.Agostini,tree,confirmed,137,NA,95.43,near_endemic,Not endemic,110,4,,,,,,,,,,
Cybianthus cuneifolius,Primulaceae,Cybianthus cuneifolius Mart.,shrub,confirmed,55,NA,88.1,widespread,Endemic,42,6,,,,,,,,,,
Cybianthus densicomus,Primulaceae,Cybianthus densicomus Mart.,shrub,confirmed,40,NA,35.59,widespread,Not endemic,10,23,,,,,,,,,,
Cybianthus densiflorus,Primulaceae,Cybianthus densiflorus Miq.,tree,confirmed,35,NA,19.05,widespread,Not endemic,4,26,,,,,,,,,,
Cybianthus detergens,Primulaceae,Cybianthus detergens Mart.,shrub,confirmed,272,NA,13.83,widespread,Not endemic,11,167,,,,,,,,,,
Cybianthus fuscus,Primulaceae,Cybianthus fuscus Mart.,tree,confirmed,44,NA,25.93,widespread,Not endemic,7,22,,,,,,,,,,
Cybianthus gardneri,Primulaceae,Cybianthus gardneri (A.DC.) G.Agostini,shrub,confirmed,88,NA,11.93,widespread,Not endemic,7,50,,,,,,,,,,
Cybianthus glaber,Primulaceae,Cybianthus glaber A.DC.,shrub,confirmed,33,NA,84.85,widespread,Not endemic,15,10,,,,,,,,,,
Cybianthus guyanensis,Primulaceae,Cybianthus guyanensis (A.DC.) Miq.,tree,new to AF,206,NA,2.68,occasional,Not in the AF,4,147,,,,,,,,,,
Cybianthus membranaceus,Primulaceae,"Cybianthus membranaceus Jung-Mend., Bernacci & M.F.Freitas",tree,confirmed,3,NA,100.0,pure_endemic,Endemic,3,0,,,,,,,,,,
Cybianthus oblongifolius,Primulaceae,Cybianthus oblongifolius (A.DC.) G.Agostini,shrub,confirmed,18,NA,100.0,pure_endemic,Not endemic,12,0,,,,,,,,,,
Cybianthus penduliflorus,Primulaceae,Cybianthus penduliflorus Mart.,shrub,probable occurrence in the AF,66,,,,,,,,,,,,,,,,
Cybianthus peruvianus,Primulaceae,Cybianthus peruvianus (A.DC.) Miq.,tree,confirmed,200,NA,38.14,widespread,Not endemic,76,89,,,,,,,,,,
Cybianthus potiaei,Primulaceae,Cybianthus potiaei (Mez) G.Agostini,tree,confirmed,25,NA,22.22,widespread,Not endemic,6,14,,,,,,,,,,
Cybianthus subspicatus,Primulaceae,Cybianthus subspicatus Benth. ex Miq.,shrub?,new to AF,11,NA,20.0,widespread,Not in the AF,1,9,,,,,,,,,,
Cybianthus venezuelanus,Primulaceae,Cybianthus venezuelanus Mez,tree,confirmed,241,NA,1.14,occasional,Not endemic,2,176,,,,,,,,,,
Cybianthus verticilatus,Primulaceae,Cybianthus verticilatus (Vell.) G.Agostini,shrub,confirmed,16,NA,100.0,pure_endemic,Endemic,13,0,,,,,,,,,,
Cybistax antisyphilitica,Bignoniaceae,Cybistax antisyphilitica (Mart.) Mart.,tree,confirmed,916,NA,45.83,widespread,Not endemic,394,272,,,,,,yes,iNat,3,,
Cyclolepis genistoides,,Cyclolepis genistoides,,in PY threat list but not in AF checklist,0,,,,,,,amenazada,,,,,,,,,
Cyclolobium brasiliense,Fabaceae,Cyclolobium brasiliense Benth.,tree,confirmed,244,NA,23.93,widespread,Not endemic,43,102,,,,,,,,,,
Cymbopetalum brasiliense,Annonaceae,Cymbopetalum brasiliense (Vell.) Benth. ex Baill.,tree,confirmed,224,NA,32.7,widespread,Not endemic,73,116,,,,,,,,,,
Cynometra bauhiniaefolia,Fabaceae,Cynometra bauhiniaefolia Benth.,tree,probable occurrence in the AF,88,,,,,,,,,,,,,,,,
Cynophalla flexuosa,Capparaceae,Cynophalla flexuosa (L.) J.Presl,tree,confirmed,1020,NA,36.73,widespread,Not endemic,259,447,,,,fodder,,,,,,
Cynophalla hastata,Capparaceae,Cynophalla hastata (Jacq.) J.Presl,tree,confirmed,308,NA,16.28,widespread,Not endemic,31,192,,,,fodder,,,,,,
Cynophalla mattogrossensis,Capparaceae,Cynophalla mattogrossensis (Pilg.) Cornejo & Iltis,tree,new to AF,18,NA,28.0,widespread,Not in the AF,2,6,,,,,,,,,,
Cynophalla retusa,Capparaceae,Cynophalla retusa (Griseb.) Cornejo & Iltis,shrub,new to AF,246,NA,0.85,occasional,Not in the AF,1,161,,,,,,,,,,
Cypella lapidosa,,Cypella lapidosa,,in AR list but not in AF checklist,0,,,,,,,,,"cat4: Plantas restringidas a una sola provincia política, o con áreas reducidas ",,,,,,,
Cypella suffusa,,Cypella suffusa,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Cypella trimontina,,Cypella trimontina,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Cypella yatayphila,,Cypella yatayphila,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Cyperus hieronymi,,Cyperus hieronymi,,in AR list but not in AF checklist,0,,,,,,,,,"cat3: Plantas comunes, aunque no abundantes en una o más de las unidades fitogeo",,,,,,,
Cyrtocarpa caatingae,Anacardiaceae,Cyrtocarpa caatingae J.D.Mitch. & Daly,tree,new to AF,38,NA,17.07,widespread,Not in the AF,1,24,,,,,,,,,,
Dacrydium fonkii,,Dacrydium fonkii,,in AR list but not in AF checklist,0,,,,,,,,Endangered,,,,,,,,
Dahlstedtia araripensis,Fabaceae,Dahlstedtia araripensis (Benth.) M.J. Silva & A.M.G. Azevedo,tree,new to AF,264,NA,5.66,occasional,Not in the AF,7,161,,,,,,,,,,
Dahlstedtia bahiana,Fabaceae,Dahlstedtia bahiana (A.M.G. Azevedo) M.J. Silva & A.M.G. Azevedo,tree,confirmed,9,NA,100.0,pure_endemic,Endemic,8,0,,,,,,,,,,
Dahlstedtia castaneifolia,Fabaceae,Dahlstedtia castaneifolia (MJ.Silva & AMG.Azevedo) MJ.Silva & AMG.Azevedo,tree,new to AF,4,NA,33.33,widespread,Not in the AF,1,2,,,,,,,,,,
Dahlstedtia floribunda,Fabaceae,Dahlstedtia floribunda (Vogel) M.J. Silva & A.M.G. Azevedo,tree,confirmed,109,NA,98.33,near_endemic,Endemic,94,2,,,,,,,,,,
Dahlstedtia glaziovii,Fabaceae,Dahlstedtia glaziovii (Taub.) M.J. Silva & A.M.G. Azevedo,tree,confirmed,10,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,
Dahlstedtia grandiflora,Fabaceae,Dahlstedtia grandiflora (A.M.G. Azevedo) M.J. Silva & A.M.G. Azevedo,tree,confirmed,6,NA,100.0,pure_endemic,Endemic,4,0,,,,,,,,,,
Dahlstedtia lewisiana,Fabaceae,Dahlstedtia lewisiana M.J. Silva & A.M.G. Azevedo,tree,confirmed,1,NA,100.0,pure_endemic,Endemic,1,0,,,,,,,,,,
Dahlstedtia muehlbergiana,Fabaceae,Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G. Azevedo,tree,confirmed,221,NA,85.96,widespread,Endemic,150,16,,,,,,,,,,
Dahlstedtia peckoltii,Fabaceae,Dahlstedtia peckoltii (Wawra) M.J. Silva & A.M.G. Azevedo,tree,confirmed,6,NA,100.0,pure_endemic,Endemic,4,0,,,,,,,,,,
Dahlstedtia pentaphylla,Fabaceae,Dahlstedtia pentaphylla (Taub.) Burkart,tree,confirmed,173,NA,98.6,near_endemic,Endemic,164,0,,,,,,,,,,
Dahlstedtia pinnata,Fabaceae,Dahlstedtia pinnata (Benth.) Malme,tree,confirmed,151,NA,99.06,near_endemic,Endemic,146,1,,,,,,,,,,
Dalbergia acuta,Fabaceae,Dalbergia acuta Benth.,tree,new to AF,52,NA,28.99,widespread,Not in the AF,8,23,,,,,,,,,,
Dalbergia brasiliensis,Fabaceae,Dalbergia brasiliensis Vogel,tree,confirmed,175,NA,100.0,pure_endemic,Not endemic,154,1,,,,,,,,,,
Dalbergia catingicola,Fabaceae,Dalbergia catingicola Harms,tree,probable occurrence in the AF,18,,,,,,,,,,,,,,,,
Dalbergia cearensis,Fabaceae,Dalbergia cearensis Ducke,tree,confirmed,144,NA,5.06,occasional,Not endemic,2,87,,,,timber,yes,,,,,
Dalbergia decipularis,Fabaceae,Dalbergia decipularis Rizzini & A.Mattos,tree,confirmed,52,NA,26.32,widespread,Not endemic,10,26,,,,timber,yes,,,,,
Dalbergia ecastaphyllum,Fabaceae,Dalbergia ecastaphyllum (L.) Taub.,shrub,confirmed,490,NA,74.15,widespread,Not endemic,307,86,,,,timber,yes,,,,,
Dalbergia elegans,Fabaceae,Dalbergia elegans A.M.Carvalho,tree,confirmed,12,NA,100.0,pure_endemic,Endemic,12,0,,,,,,,,,,
Dalbergia ernest-ulei,Fabaceae,Dalbergia ernest-ulei Hoehne,tree,confirmed,8,NA,100.0,pure_endemic,Endemic,6,0,,,,,,,,,,
Dalbergia foliolosa,Fabaceae,Dalbergia foliolosa Benth.,tree,confirmed,173,NA,80.0,widespread,Not endemic,103,31,,,,,,,,,,
Dalbergia foliosa,Fabaceae,Dalbergia foliosa (Benth.) A.M.Carvalho,tree,new to AF,56,NA,5.26,occasional,Not in the AF,2,37,,,,,,,,,,
Dalbergia frutescens,Fabaceae,Dalbergia frutescens (Vell.) Britton,tree,confirmed,1320,NA,82.67,widespread,Not endemic,914,149,,,,timber,yes,,,,,
Dalbergia glaucescens,Fabaceae,Dalbergia glaucescens (Mart. ex Benth.) Benth.,tree,confirmed,23,NA,66.67,widespread,Not endemic,6,2,,,,,,,,,,
Dalbergia glaziovii,Fabaceae,Dalbergia glaziovii Harms,tree,confirmed,27,NA,100.0,pure_endemic,Endemic,19,0,,,,,,,,,,
Dalbergia gracilis,Fabaceae,Dalbergia gracilis Benth.,shrub,new to AF,77,NA,1.67,occasional,Not in the AF,1,65,,,,,,,,,,
Dalbergia hortensis,Fabaceae,"Dalbergia hortensis Heringer, Rizzini & A.Mattos",tree,new to AF,11,NA,44.44,widespread,Not in the AF,4,5,,,,,,,,,,
Dalbergia miscolobium,Fabaceae,Dalbergia miscolobium Benth.,tree,new to AF,480,NA,28.91,widespread,Not in the AF,81,216,,,,,,,,,,
Dalbergia monetaria,Fabaceae,Dalbergia monetaria L.f.,shrub,new to AF,298,NA,0.52,occasional,Not in the AF,1,227,,,,,,,,,,
Dalbergia nigra,Fabaceae,Dalbergia nigra (Vell.) Allemao ex Benth.,tree,confirmed,230,NA,91.44,near_endemic,Endemic,180,13,,,,timber,yes,,,,,
Dalbergia villosa,Fabaceae,Dalbergia villosa (Benth.) Benth.,tree,new to AF,87,NA,85.47,widespread,Not in the AF,53,9,,,,,,,,,,
Daphnopsis brasiliensis,Thymelaeaceae,Daphnopsis brasiliensis Mart.,tree,confirmed,62,NA,84.85,widespread,Not endemic,31,0,,,,,,,,,,
Daphnopsis coriacea,Thymelaeaceae,Daphnopsis coriacea Taub.,tree,confirmed,55,NA,97.14,near_endemic,Not endemic,41,0,,,,,,,,,,
Daphnopsis fasciculata,Thymelaeaceae,Daphnopsis fasciculata (Meisn.) Nevling,tree,confirmed,317,NA,99.13,near_endemic,Not endemic,264,2,,,,,,,,,,
Daphnopsis martii,Thymelaeaceae,Daphnopsis martii Meisn.,tree,confirmed,95,NA,98.77,near_endemic,Endemic,87,1,,,,,,,,,,
Daphnopsis pseudosalix,Thymelaeaceae,Daphnopsis pseudosalix Domke,tree,confirmed,25,NA,100.0,pure_endemic,Endemic,18,0,,,,,,,,,,
Daphnopsis racemosa,Thymelaeaceae,Daphnopsis racemosa Griseb.,tree,confirmed,276,NA,74.55,widespread,Not endemic,156,45,,,,,,,,,,
Daphnopsis schwackeana,Thymelaeaceae,Daphnopsis schwackeana Taub.,tree,confirmed,98,NA,100.0,pure_endemic,Endemic,93,0,,,,,,,,,,
Daphnopsis sellowiana,Thymelaeaceae,Daphnopsis sellowiana Taub.,tree,confirmed,83,NA,98.21,near_endemic,Endemic,65,1,,,,,,,,,,
Daphnopsis utilis,Thymelaeaceae,Daphnopsis utilis Warm.,tree,confirmed,87,NA,61.54,widespread,Not endemic,37,22,,,,,,,,,,
Dasycondylus resinosus,Asteraceae,Dasycondylus resinosus (Spreng.) R.M.King & H.Rob.,shrub,confirmed,101,NA,99.16,near_endemic,Endemic,59,0,,,,,,,,,,
Dasyphyllum brasiliense,Asteraceae,Dasyphyllum brasiliense (Spreng.) Cabrera,tree,confirmed,559,NA,67.97,widespread,Not endemic,310,112,,,,,,,,,,
Dasyphyllum flagellare,Asteraceae,Dasyphyllum flagellare (Casar.) Cabrera,tree,confirmed,161,NA,80.24,widespread,Not endemic,101,21,,,,,,,,,,
Dasyphyllum lanceolatum,Asteraceae,Dasyphyllum lanceolatum (Less.) Cabrera,shrub,confirmed,40,NA,82.22,widespread,Not endemic,17,4,,,,,,,,,,
Dasyphyllum spinescens,Asteraceae,Dasyphyllum spinescens (Less.) Cabrera,tree,confirmed,132,NA,94.76,near_endemic,Endemic,103,4,,,,,,,,,,
Davilla elliptica,Dilleniaceae,Davilla elliptica A.St.-Hil.,shrub,new to AF,598,NA,12.13,widespread,Not in the AF,34,399,,,,,,,,,,
Davilla grandiflora,Dilleniaceae,Davilla grandiflora A.St.-Hil.,shrub,new to AF,218,NA,8.62,occasional,Not in the AF,14,144,,,,,,,,,,
Davilla nitida,Dilleniaceae,Davilla nitida (Vahl) Kubitzki,shrub,confirmed,1677,NA,7.29,occasional,Not endemic,89,1272,,,,,,,,,,
Deguelia costata,Fabaceae,Deguelia costata (Benth.) A.M.G.Azevedo & R.A.Camargo,tree,confirmed,77,NA,84.31,widespread,Endemic,42,7,,,,,,,,,,
Deguelia hatschbachii,Fabaceae,Deguelia hatschbachii A.M.G.Azevedo,tree,confirmed,22,NA,100.0,pure_endemic,Endemic,21,0,,,,,,,,,,
Deguelia spruceana,Fabaceae,Deguelia spruceana (Benth.) A.M.G.Azevedo & R.A.Camargo,tree,new to AF,53,NA,10.26,widespread,Not in the AF,4,35,,,,,,,,,,
Dendropanax amorimii,Araliaceae,Dendropanax amorimii Fiaschi,tree,confirmed,18,NA,100.0,pure_endemic,Endemic,17,0,,,,,,,,,,
Dendropanax australis,Araliaceae,Dendropanax australis Fiaschi & Jung-Mend.,shrub,confirmed,114,NA,100.0,pure_endemic,Endemic,111,0,,,,,,,,,,
Dendropanax bahiensis,Araliaceae,Dendropanax bahiensis Fiaschi,shrub,confirmed,15,NA,100.0,pure_endemic,Endemic,14,0,,,,,,,,,,
Dendropanax brasiliensis,Araliaceae,Dendropanax brasiliensis (Seem.) Frodin,tree,confirmed,29,NA,91.49,near_endemic,Endemic,21,2,,,,,,,,,,
Dendropanax caudatus,Araliaceae,Dendropanax caudatus Fiaschi,shrub,confirmed,6,NA,100.0,pure_endemic,Endemic,6,0,,,,,,,,,,
Dendropanax cuneatus,Araliaceae,Dendropanax cuneatus (DC.) Decne. & Planch.,tree,confirmed,563,NA,52.85,widespread,Not endemic,236,164,,,,timber,yes,,,,,
Dendropanax denticulatus,Araliaceae,Dendropanax denticulatus Fiaschi,tree,confirmed,5,NA,100.0,pure_endemic,Endemic,4,0,,,,,,,,,,
Dendropanax geniculatus,Araliaceae,Dendropanax geniculatus Fiaschi,tree,confirmed,7,NA,100.0,pure_endemic,Endemic,7,0,,,,,,,,,,
Dendropanax heterophyllus,Araliaceae,Dendropanax heterophyllus (Marchal) Frodin,shrub,confirmed,5,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,
Dendropanax langsdorfii,Araliaceae,Dendropanax langsdorfii (Marchal) Frodin,tree,confirmed,30,NA,100.0,pure_endemic,Endemic,29,0,,,,,,,,,,
Dendropanax monogynus,Araliaceae,Dendropanax monogynus (Vell.) Seem.,shrub,confirmed,89,NA,100.0,pure_endemic,Endemic,86,0,,,,,,,,,,
Dendropanax nebulosus,Araliaceae,Dendropanax nebulosus Fiaschi & Jung-Mend.,tree,confirmed,15,NA,100.0,pure_endemic,Endemic,15,0,,,,,,,,,,
Dendropanax trilobus,Araliaceae,Dendropanax trilobus (Gardner) Seem.,tree,confirmed,17,NA,100.0,pure_endemic,Endemic,17,0,,,,,,,,,,
Dendrophorbium glaziovii,Asteraceae,Dendrophorbium glaziovii (Baker) C.Jeffrey,tree,confirmed,31,NA,100.0,pure_endemic,Not endemic,20,0,,,,,,,,,,
Dendrophorbium pluricephalum,Asteraceae,Dendrophorbium pluricephalum (Cabrera) C.Jeffrey,shrub,confirmed,28,NA,93.33,near_endemic,Not endemic,20,1,,,,,,,,,,
Derris leucanthus,Fabaceae,Derris leucanthus (Burkart) N.F. Mattos,tree?,not in the BF.2020,1,NA,100.0,pure_endemic,NA,1,0,,,,,,,,,,
Desmodium burkartii,,Desmodium burkartii,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Desmodium intermedium,,Desmodium intermedium,,in AR list but not in AF checklist,0,,,,,,,,,"cat3: Plantas comunes, aunque no abundantes en una o más de las unidades fitogeo",,,,,,,
Desmoncus orthacanthos,Arecaceae,Desmoncus orthacanthos Mart.,tree,confirmed,202,NA,44.53,widespread,Endemic,74,83,,,,,,,,,,
